Angle,Reflectance
65.000,0.982973
65.001,0.982972
65.002,0.982971
65.003,0.982970
65.004,0.982969
65.005,0.982968
65.006,0.982968
65.007,0.982967
65.008,0.982966
65.009,0.982965
65.010,0.982964
65.011,0.982963
65.012,0.982962
65.013,0.982961
65.014,0.982960
65.015,0.982959
65.016,0.982958
65.017,0.982957
65.018,0.982956
65.019,0.982955
65.020,0.982955
65.021,0.982954
65.022,0.982953
65.023,0.982952
65.024,0.982951
65.025,0.982950
65.026,0.982949
65.027,0.982948
65.028,0.982947
65.029,0.982946
65.030,0.982945
65.031,0.982944
65.032,0.982943
65.033,0.982942
65.034,0.982941
65.035,0.982940
65.036,0.982939
65.037,0.982939
65.038,0.982938
65.039,0.982937
65.040,0.982936
65.041,0.982935
65.042,0.982934
65.043,0.982933
65.044,0.982932
65.045,0.982931
65.046,0.982930
65.047,0.982929
65.048,0.982928
65.049,0.982927
65.050,0.982926
65.051,0.982925
65.052,0.982924
65.053,0.982923
65.054,0.982923
65.055,0.982922
65.056,0.982921
65.057,0.982920
65.058,0.982919
65.059,0.982918
65.060,0.982917
65.061,0.982916
65.062,0.982915
65.063,0.982914
65.064,0.982913
65.065,0.982912
65.066,0.982911
65.067,0.982910
65.068,0.982909
65.069,0.982908
65.070,0.982907
65.071,0.982906
65.072,0.982905
65.073,0.982904
65.074,0.982904
65.075,0.982903
65.076,0.982902
65.077,0.982901
65.078,0.982900
65.079,0.982899
65.080,0.982898
65.081,0.982897
65.082,0.982896
65.083,0.982895
65.084,0.982894
65.085,0.982893
65.086,0.982892
65.087,0.982891
65.088,0.982890
65.089,0.982889
65.090,0.982888
65.091,0.982887
65.092,0.982886
65.093,0.982885
65.094,0.982884
65.095,0.982883
65.096,0.982882
65.097,0.982882
65.098,0.982881
65.099,0.982880
65.100,0.982879
65.101,0.982878
65.102,0.982877
65.103,0.982876
65.104,0.982875
65.105,0.982874
65.106,0.982873
65.107,0.982872
65.108,0.982871
65.109,0.982870
65.110,0.982869
65.111,0.982868
65.112,0.982867
65.113,0.982866
65.114,0.982865
65.115,0.982864
65.116,0.982863
65.117,0.982862
65.118,0.982861
65.119,0.982860
65.120,0.982859
65.121,0.982858
65.122,0.982857
65.123,0.982856
65.124,0.982855
65.125,0.982854
65.126,0.982854
65.127,0.982853
65.128,0.982852
65.129,0.982851
65.130,0.982850
65.131,0.982849
65.132,0.982848
65.133,0.982847
65.134,0.982846
65.135,0.982845
65.136,0.982844
65.137,0.982843
65.138,0.982842
65.139,0.982841
65.140,0.982840
65.141,0.982839
65.142,0.982838
65.143,0.982837
65.144,0.982836
65.145,0.982835
65.146,0.982834
65.147,0.982833
65.148,0.982832
65.149,0.982831
65.150,0.982830
65.151,0.982829
65.152,0.982828
65.153,0.982827
65.154,0.982826
65.155,0.982825
65.156,0.982824
65.157,0.982823
65.158,0.982822
65.159,0.982821
65.160,0.982820
65.161,0.982819
65.162,0.982818
65.163,0.982817
65.164,0.982816
65.165,0.982815
65.166,0.982814
65.167,0.982813
65.168,0.982812
65.169,0.982811
65.170,0.982810
65.171,0.982810
65.172,0.982809
65.173,0.982808
65.174,0.982807
65.175,0.982806
65.176,0.982805
65.177,0.982804
65.178,0.982803
65.179,0.982802
65.180,0.982801
65.181,0.982800
65.182,0.982799
65.183,0.982798
65.184,0.982797
65.185,0.982796
65.186,0.982795
65.187,0.982794
65.188,0.982793
65.189,0.982792
65.190,0.982791
65.191,0.982790
65.192,0.982789
65.193,0.982788
65.194,0.982787
65.195,0.982786
65.196,0.982785
65.197,0.982784
65.198,0.982783
65.199,0.982782
65.200,0.982781
65.201,0.982780
65.202,0.982779
65.203,0.982778
65.204,0.982777
65.205,0.982776
65.206,0.982775
65.207,0.982774
65.208,0.982773
65.209,0.982772
65.210,0.982771
65.211,0.982770
65.212,0.982769
65.213,0.982768
65.214,0.982767
65.215,0.982766
65.216,0.982765
65.217,0.982764
65.218,0.982763
65.219,0.982762
65.220,0.982761
65.221,0.982760
65.222,0.982759
65.223,0.982758
65.224,0.982757
65.225,0.982756
65.226,0.982755
65.227,0.982754
65.228,0.982753
65.229,0.982752
65.230,0.982751
65.231,0.982750
65.232,0.982749
65.233,0.982748
65.234,0.982747
65.235,0.982746
65.236,0.982745
65.237,0.982744
65.238,0.982743
65.239,0.982742
65.240,0.982741
65.241,0.982740
65.242,0.982739
65.243,0.982738
65.244,0.982737
65.245,0.982736
65.246,0.982735
65.247,0.982734
65.248,0.982733
65.249,0.982732
65.250,0.982731
65.251,0.982730
65.252,0.982729
65.253,0.982728
65.254,0.982727
65.255,0.982726
65.256,0.982724
65.257,0.982723
65.258,0.982722
65.259,0.982721
65.260,0.982720
65.261,0.982719
65.262,0.982718
65.263,0.982717
65.264,0.982716
65.265,0.982715
65.266,0.982714
65.267,0.982713
65.268,0.982712
65.269,0.982711
65.270,0.982710
65.271,0.982709
65.272,0.982708
65.273,0.982707
65.274,0.982706
65.275,0.982705
65.276,0.982704
65.277,0.982703
65.278,0.982702
65.279,0.982701
65.280,0.982700
65.281,0.982699
65.282,0.982698
65.283,0.982697
65.284,0.982696
65.285,0.982695
65.286,0.982694
65.287,0.982693
65.288,0.982692
65.289,0.982691
65.290,0.982690
65.291,0.982689
65.292,0.982688
65.293,0.982687
65.294,0.982686
65.295,0.982685
65.296,0.982684
65.297,0.982683
65.298,0.982682
65.299,0.982681
65.300,0.982679
65.301,0.982678
65.302,0.982677
65.303,0.982676
65.304,0.982675
65.305,0.982674
65.306,0.982673
65.307,0.982672
65.308,0.982671
65.309,0.982670
65.310,0.982669
65.311,0.982668
65.312,0.982667
65.313,0.982666
65.314,0.982665
65.315,0.982664
65.316,0.982663
65.317,0.982662
65.318,0.982661
65.319,0.982660
65.320,0.982659
65.321,0.982658
65.322,0.982657
65.323,0.982656
65.324,0.982655
65.325,0.982654
65.326,0.982653
65.327,0.982652
65.328,0.982650
65.329,0.982649
65.330,0.982648
65.331,0.982647
65.332,0.982646
65.333,0.982645
65.334,0.982644
65.335,0.982643
65.336,0.982642
65.337,0.982641
65.338,0.982640
65.339,0.982639
65.340,0.982638
65.341,0.982637
65.342,0.982636
65.343,0.982635
65.344,0.982634
65.345,0.982633
65.346,0.982632
65.347,0.982631
65.348,0.982630
65.349,0.982629
65.350,0.982627
65.351,0.982626
65.352,0.982625
65.353,0.982624
65.354,0.982623
65.355,0.982622
65.356,0.982621
65.357,0.982620
65.358,0.982619
65.359,0.982618
65.360,0.982617
65.361,0.982616
65.362,0.982615
65.363,0.982614
65.364,0.982613
65.365,0.982612
65.366,0.982611
65.367,0.982610
65.368,0.982609
65.369,0.982607
65.370,0.982606
65.371,0.982605
65.372,0.982604
65.373,0.982603
65.374,0.982602
65.375,0.982601
65.376,0.982600
65.377,0.982599
65.378,0.982598
65.379,0.982597
65.380,0.982596
65.381,0.982595
65.382,0.982594
65.383,0.982593
65.384,0.982592
65.385,0.982591
65.386,0.982589
65.387,0.982588
65.388,0.982587
65.389,0.982586
65.390,0.982585
65.391,0.982584
65.392,0.982583
65.393,0.982582
65.394,0.982581
65.395,0.982580
65.396,0.982579
65.397,0.982578
65.398,0.982577
65.399,0.982576
