Angle,Reflectance
55.000,0.409169
55.001,0.409198
55.002,0.409227
55.003,0.409255
55.004,0.409284
55.005,0.409313
55.006,0.409341
55.007,0.409370
55.008,0.409399
55.009,0.409427
55.010,0.409456
55.011,0.409485
55.012,0.409513
55.013,0.409542
55.014,0.409571
55.015,0.409599
55.016,0.409628
55.017,0.409657
55.018,0.409686
55.019,0.409714
55.020,0.409743
55.021,0.409772
55.022,0.409800
55.023,0.409829
55.024,0.409858
55.025,0.409887
55.026,0.409915
55.027,0.409944
55.028,0.409973
55.029,0.410001
55.030,0.410030
55.031,0.410059
55.032,0.410088
55.033,0.410116
55.034,0.410145
55.035,0.410174
55.036,0.410202
55.037,0.410231
55.038,0.410260
55.039,0.410289
55.040,0.410317
55.041,0.410346
55.042,0.410375
55.043,0.410403
55.044,0.410432
55.045,0.410461
55.046,0.410490
55.047,0.410518
55.048,0.410547
55.049,0.410576
55.050,0.410605
55.051,0.410633
55.052,0.410662
55.053,0.410691
55.054,0.410720
55.055,0.410748
55.056,0.410777
55.057,0.410806
55.058,0.410835
55.059,0.410863
55.060,0.410892
55.061,0.410921
55.062,0.410950
55.063,0.410978
55.064,0.411007
55.065,0.411036
55.066,0.411065
55.067,0.411093
55.068,0.411122
55.069,0.411151
55.070,0.411180
55.071,0.411208
55.072,0.411237
55.073,0.411266
55.074,0.411295
55.075,0.411323
55.076,0.411352
55.077,0.411381
55.078,0.411410
55.079,0.411439
55.080,0.411467
55.081,0.411496
55.082,0.411525
55.083,0.411554
55.084,0.411582
55.085,0.411611
55.086,0.411640
55.087,0.411669
55.088,0.411698
55.089,0.411726
55.090,0.411755
55.091,0.411784
55.092,0.411813
55.093,0.411841
55.094,0.411870
55.095,0.411899
55.096,0.411928
55.097,0.411957
55.098,0.411985
55.099,0.412014
55.100,0.412043
55.101,0.412072
55.102,0.412101
55.103,0.412129
55.104,0.412158
55.105,0.412187
55.106,0.412216
55.107,0.412245
55.108,0.412273
55.109,0.412302
55.110,0.412331
55.111,0.412360
55.112,0.412389
55.113,0.412417
55.114,0.412446
55.115,0.412475
55.116,0.412504
55.117,0.412533
55.118,0.412562
55.119,0.412590
55.120,0.412619
55.121,0.412648
55.122,0.412677
55.123,0.412706
55.124,0.412734
55.125,0.412763
55.126,0.412792
55.127,0.412821
55.128,0.412850
55.129,0.412879
55.130,0.412907
55.131,0.412936
55.132,0.412965
55.133,0.412994
55.134,0.413023
55.135,0.413052
55.136,0.413080
55.137,0.413109
55.138,0.413138
55.139,0.413167
55.140,0.413196
55.141,0.413225
55.142,0.413254
55.143,0.413282
55.144,0.413311
55.145,0.413340
55.146,0.413369
55.147,0.413398
55.148,0.413427
55.149,0.413456
55.150,0.413484
55.151,0.413513
55.152,0.413542
55.153,0.413571
55.154,0.413600
55.155,0.413629
55.156,0.413658
55.157,0.413686
55.158,0.413715
55.159,0.413744
55.160,0.413773
55.161,0.413802
55.162,0.413831
55.163,0.413860
55.164,0.413889
55.165,0.413917
55.166,0.413946
55.167,0.413975
55.168,0.414004
55.169,0.414033
55.170,0.414062
55.171,0.414091
55.172,0.414120
55.173,0.414148
55.174,0.414177
55.175,0.414206
55.176,0.414235
55.177,0.414264
55.178,0.414293
55.179,0.414322
55.180,0.414351
55.181,0.414380
55.182,0.414408
55.183,0.414437
55.184,0.414466
55.185,0.414495
55.186,0.414524
55.187,0.414553
55.188,0.414582
55.189,0.414611
55.190,0.414640
55.191,0.414669
55.192,0.414698
55.193,0.414726
55.194,0.414755
55.195,0.414784
55.196,0.414813
55.197,0.414842
55.198,0.414871
55.199,0.414900
55.200,0.414929
55.201,0.414958
55.202,0.414987
55.203,0.415016
55.204,0.415045
55.205,0.415073
55.206,0.415102
55.207,0.415131
55.208,0.415160
55.209,0.415189
55.210,0.415218
55.211,0.415247
55.212,0.415276
55.213,0.415305
55.214,0.415334
55.215,0.415363
55.216,0.415392
55.217,0.415421
55.218,0.415450
55.219,0.415479
55.220,0.415507
55.221,0.415536
55.222,0.415565
55.223,0.415594
55.224,0.415623
55.225,0.415652
55.226,0.415681
55.227,0.415710
55.228,0.415739
55.229,0.415768
55.230,0.415797
55.231,0.415826
55.232,0.415855
55.233,0.415884
55.234,0.415913
55.235,0.415942
55.236,0.415971
55.237,0.416000
55.238,0.416029
55.239,0.416058
55.240,0.416087
55.241,0.416116
55.242,0.416145
55.243,0.416173
55.244,0.416202
55.245,0.416231
55.246,0.416260
55.247,0.416289
55.248,0.416318
55.249,0.416347
55.250,0.416376
55.251,0.416405
55.252,0.416434
55.253,0.416463
55.254,0.416492
55.255,0.416521
55.256,0.416550
55.257,0.416579
55.258,0.416608
55.259,0.416637
55.260,0.416666
55.261,0.416695
55.262,0.416724
55.263,0.416753
55.264,0.416782
55.265,0.416811
55.266,0.416840
55.267,0.416869
55.268,0.416898
55.269,0.416927
55.270,0.416956
55.271,0.416985
55.272,0.417014
55.273,0.417043
55.274,0.417072
55.275,0.417101
55.276,0.417130
55.277,0.417159
55.278,0.417188
55.279,0.417217
55.280,0.417246
55.281,0.417275
55.282,0.417304
55.283,0.417333
55.284,0.417362
55.285,0.417391
55.286,0.417420
55.287,0.417449
55.288,0.417479
55.289,0.417508
55.290,0.417537
55.291,0.417566
55.292,0.417595
55.293,0.417624
55.294,0.417653
55.295,0.417682
55.296,0.417711
55.297,0.417740
55.298,0.417769
55.299,0.417798
55.300,0.417827
55.301,0.417856
55.302,0.417885
55.303,0.417914
55.304,0.417943
55.305,0.417972
55.306,0.418001
55.307,0.418030
55.308,0.418059
55.309,0.418088
55.310,0.418117
55.311,0.418146
55.312,0.418176
55.313,0.418205
55.314,0.418234
55.315,0.418263
55.316,0.418292
55.317,0.418321
55.318,0.418350
55.319,0.418379
55.320,0.418408
55.321,0.418437
55.322,0.418466
55.323,0.418495
55.324,0.418524
55.325,0.418553
55.326,0.418583
55.327,0.418612
55.328,0.418641
55.329,0.418670
55.330,0.418699
55.331,0.418728
55.332,0.418757
55.333,0.418786
55.334,0.418815
55.335,0.418844
55.336,0.418873
55.337,0.418902
55.338,0.418932
55.339,0.418961
55.340,0.418990
55.341,0.419019
55.342,0.419048
55.343,0.419077
55.344,0.419106
55.345,0.419135
55.346,0.419164
55.347,0.419193
55.348,0.419222
55.349,0.419252
55.350,0.419281
55.351,0.419310
55.352,0.419339
55.353,0.419368
55.354,0.419397
55.355,0.419426
55.356,0.419455
55.357,0.419484
55.358,0.419514
55.359,0.419543
55.360,0.419572
55.361,0.419601
55.362,0.419630
55.363,0.419659
55.364,0.419688
55.365,0.419717
55.366,0.419747
55.367,0.419776
55.368,0.419805
55.369,0.419834
55.370,0.419863
55.371,0.419892
55.372,0.419921
55.373,0.419950
55.374,0.419980
55.375,0.420009
55.376,0.420038
55.377,0.420067
55.378,0.420096
55.379,0.420125
55.380,0.420154
55.381,0.420184
55.382,0.420213
55.383,0.420242
55.384,0.420271
55.385,0.420300
55.386,0.420329
55.387,0.420359
55.388,0.420388
55.389,0.420417
55.390,0.420446
55.391,0.420475
55.392,0.420504
55.393,0.420533
55.394,0.420563
55.395,0.420592
55.396,0.420621
55.397,0.420650
55.398,0.420679
