Angle,Reflectance
65.000,0.962136
65.001,0.962119
65.002,0.962101
65.003,0.962083
65.004,0.962066
65.005,0.962048
65.006,0.962031
65.007,0.962013
65.008,0.961996
65.009,0.961978
65.010,0.961960
65.011,0.961943
65.012,0.961925
65.013,0.961907
65.014,0.961890
65.015,0.961872
65.016,0.961854
65.017,0.961836
65.018,0.961819
65.019,0.961801
65.020,0.961783
65.021,0.961766
65.022,0.961748
65.023,0.961730
65.024,0.961712
65.025,0.961694
65.026,0.961677
65.027,0.961659
65.028,0.961641
65.029,0.961623
65.030,0.961605
65.031,0.961587
65.032,0.961569
65.033,0.961552
65.034,0.961534
65.035,0.961516
65.036,0.961498
65.037,0.961480
65.038,0.961462
65.039,0.961444
65.040,0.961426
65.041,0.961408
65.042,0.961390
65.043,0.961372
65.044,0.961354
65.045,0.961336
65.046,0.961318
65.047,0.961300
65.048,0.961282
65.049,0.961264
65.050,0.961246
65.051,0.961228
65.052,0.961210
65.053,0.961191
65.054,0.961173
65.055,0.961155
65.056,0.961137
65.057,0.961119
65.058,0.961101
65.059,0.961083
65.060,0.961064
65.061,0.961046
65.062,0.961028
65.063,0.961010
65.064,0.960991
65.065,0.960973
65.066,0.960955
65.067,0.960937
65.068,0.960918
65.069,0.960900
65.070,0.960882
65.071,0.960863
65.072,0.960845
65.073,0.960827
65.074,0.960808
65.075,0.960790
65.076,0.960772
65.077,0.960753
65.078,0.960735
65.079,0.960716
65.080,0.960698
65.081,0.960679
65.082,0.960661
65.083,0.960643
65.084,0.960624
65.085,0.960606
65.086,0.960587
65.087,0.960569
65.088,0.960550
65.089,0.960532
65.090,0.960513
65.091,0.960494
65.092,0.960476
65.093,0.960457
65.094,0.960439
65.095,0.960420
65.096,0.960401
65.097,0.960383
65.098,0.960364
65.099,0.960345
65.100,0.960327
65.101,0.960308
65.102,0.960289
65.103,0.960271
65.104,0.960252
65.105,0.960233
65.106,0.960215
65.107,0.960196
65.108,0.960177
65.109,0.960158
65.110,0.960139
65.111,0.960121
65.112,0.960102
65.113,0.960083
65.114,0.960064
65.115,0.960045
65.116,0.960026
65.117,0.960008
65.118,0.959989
65.119,0.959970
65.120,0.959951
65.121,0.959932
65.122,0.959913
65.123,0.959894
65.124,0.959875
65.125,0.959856
65.126,0.959837
65.127,0.959818
65.128,0.959799
65.129,0.959780
65.130,0.959761
65.131,0.959742
65.132,0.959723
65.133,0.959704
65.134,0.959685
65.135,0.959666
65.136,0.959647
65.137,0.959627
65.138,0.959608
65.139,0.959589
65.140,0.959570
65.141,0.959551
65.142,0.959532
65.143,0.959512
65.144,0.959493
65.145,0.959474
65.146,0.959455
65.147,0.959435
65.148,0.959416
65.149,0.959397
65.150,0.959378
65.151,0.959358
65.152,0.959339
65.153,0.959320
65.154,0.959300
65.155,0.959281
65.156,0.959262
65.157,0.959242
65.158,0.959223
65.159,0.959203
65.160,0.959184
65.161,0.959165
65.162,0.959145
65.163,0.959126
65.164,0.959106
65.165,0.959087
65.166,0.959067
65.167,0.959048
65.168,0.959028
65.169,0.959009
65.170,0.958989
65.171,0.958970
65.172,0.958950
65.173,0.958930
65.174,0.958911
65.175,0.958891
65.176,0.958872
65.177,0.958852
65.178,0.958832
65.179,0.958813
65.180,0.958793
65.181,0.958773
65.182,0.958754
65.183,0.958734
65.184,0.958714
65.185,0.958694
65.186,0.958675
65.187,0.958655
65.188,0.958635
65.189,0.958615
65.190,0.958595
65.191,0.958576
65.192,0.958556
65.193,0.958536
65.194,0.958516
65.195,0.958496
65.196,0.958476
65.197,0.958456
65.198,0.958436
65.199,0.958416
65.200,0.958397
65.201,0.958377
65.202,0.958357
65.203,0.958337
65.204,0.958317
65.205,0.958297
65.206,0.958277
65.207,0.958257
65.208,0.958236
65.209,0.958216
65.210,0.958196
65.211,0.958176
65.212,0.958156
65.213,0.958136
65.214,0.958116
65.215,0.958096
65.216,0.958076
65.217,0.958055
65.218,0.958035
65.219,0.958015
65.220,0.957995
65.221,0.957974
65.222,0.957954
65.223,0.957934
65.224,0.957914
65.225,0.957893
65.226,0.957873
65.227,0.957853
65.228,0.957832
65.229,0.957812
65.230,0.957792
65.231,0.957771
65.232,0.957751
65.233,0.957731
65.234,0.957710
65.235,0.957690
65.236,0.957669
65.237,0.957649
65.238,0.957628
65.239,0.957608
65.240,0.957587
65.241,0.957567
65.242,0.957546
65.243,0.957526
65.244,0.957505
65.245,0.957485
65.246,0.957464
65.247,0.957443
65.248,0.957423
65.249,0.957402
65.250,0.957382
65.251,0.957361
65.252,0.957340
65.253,0.957320
65.254,0.957299
65.255,0.957278
65.256,0.957257
65.257,0.957237
65.258,0.957216
65.259,0.957195
65.260,0.957174
65.261,0.957154
65.262,0.957133
65.263,0.957112
65.264,0.957091
65.265,0.957070
65.266,0.957049
65.267,0.957028
65.268,0.957008
65.269,0.956987
65.270,0.956966
65.271,0.956945
65.272,0.956924
65.273,0.956903
65.274,0.956882
65.275,0.956861
65.276,0.956840
65.277,0.956819
65.278,0.956798
65.279,0.956777
65.280,0.956756
65.281,0.956735
65.282,0.956713
65.283,0.956692
65.284,0.956671
65.285,0.956650
65.286,0.956629
65.287,0.956608
65.288,0.956586
65.289,0.956565
65.290,0.956544
65.291,0.956523
65.292,0.956502
65.293,0.956480
65.294,0.956459
65.295,0.956438
65.296,0.956416
65.297,0.956395
65.298,0.956374
65.299,0.956352
65.300,0.956331
65.301,0.956310
65.302,0.956288
65.303,0.956267
65.304,0.956245
65.305,0.956224
65.306,0.956202
65.307,0.956181
65.308,0.956159
65.309,0.956138
65.310,0.956116
65.311,0.956095
65.312,0.956073
65.313,0.956052
65.314,0.956030
65.315,0.956008
65.316,0.955987
65.317,0.955965
65.318,0.955944
65.319,0.955922
65.320,0.955900
65.321,0.955879
65.322,0.955857
65.323,0.955835
65.324,0.955813
65.325,0.955792
65.326,0.955770
65.327,0.955748
65.328,0.955726
65.329,0.955704
65.330,0.955683
65.331,0.955661
65.332,0.955639
65.333,0.955617
65.334,0.955595
65.335,0.955573
65.336,0.955551
65.337,0.955529
65.338,0.955507
65.339,0.955485
65.340,0.955463
65.341,0.955441
65.342,0.955419
65.343,0.955397
65.344,0.955375
65.345,0.955353
65.346,0.955331
65.347,0.955309
65.348,0.955287
65.349,0.955265
65.350,0.955243
65.351,0.955220
65.352,0.955198
65.353,0.955176
65.354,0.955154
65.355,0.955132
65.356,0.955109
65.357,0.955087
65.358,0.955065
65.359,0.955042
65.360,0.955020
65.361,0.954998
65.362,0.954975
65.363,0.954953
65.364,0.954931
65.365,0.954908
65.366,0.954886
65.367,0.954863
65.368,0.954841
65.369,0.954819
65.370,0.954796
65.371,0.954774
65.372,0.954751
65.373,0.954729
65.374,0.954706
65.375,0.954683
65.376,0.954661
65.377,0.954638
65.378,0.954616
65.379,0.954593
65.380,0.954570
65.381,0.954548
65.382,0.954525
65.383,0.954502
65.384,0.954480
65.385,0.954457
65.386,0.954434
65.387,0.954412
65.388,0.954389
65.389,0.954366
65.390,0.954343
65.391,0.954320
65.392,0.954298
65.393,0.954275
65.394,0.954252
65.395,0.954229
65.396,0.954206
65.397,0.954183
65.398,0.954160
65.399,0.954137
65.400,0.954114
65.401,0.954091
65.402,0.954068
65.403,0.954045
65.404,0.954022
65.405,0.953999
65.406,0.953976
65.407,0.953953
