Angle,Reflectance
55.000,0.004390
55.001,0.004395
55.002,0.004400
55.003,0.004404
55.004,0.004409
55.005,0.004414
55.006,0.004419
55.007,0.004424
55.008,0.004429
55.009,0.004434
55.010,0.004439
55.011,0.004444
55.012,0.004449
55.013,0.004454
55.014,0.004459
55.015,0.004464
55.016,0.004469
55.017,0.004474
55.018,0.004479
55.019,0.004484
55.020,0.004489
55.021,0.004494
55.022,0.004499
55.023,0.004504
55.024,0.004509
55.025,0.004514
55.026,0.004519
55.027,0.004524
55.028,0.004529
55.029,0.004534
55.030,0.004539
55.031,0.004544
55.032,0.004549
55.033,0.004554
55.034,0.004559
55.035,0.004564
55.036,0.004570
55.037,0.004575
55.038,0.004580
55.039,0.004585
55.040,0.004590
55.041,0.004595
55.042,0.004600
55.043,0.004605
55.044,0.004610
55.045,0.004615
55.046,0.004620
55.047,0.004626
55.048,0.004631
55.049,0.004636
55.050,0.004641
55.051,0.004646
55.052,0.004651
55.053,0.004656
55.054,0.004662
55.055,0.004667
55.056,0.004672
55.057,0.004677
55.058,0.004682
55.059,0.004687
55.060,0.004693
55.061,0.004698
55.062,0.004703
55.063,0.004708
55.064,0.004713
55.065,0.004718
55.066,0.004724
55.067,0.004729
55.068,0.004734
55.069,0.004739
55.070,0.004744
55.071,0.004750
55.072,0.004755
55.073,0.004760
55.074,0.004765
55.075,0.004771
55.076,0.004776
55.077,0.004781
55.078,0.004786
55.079,0.004792
55.080,0.004797
55.081,0.004802
55.082,0.004807
55.083,0.004813
55.084,0.004818
55.085,0.004823
55.086,0.004829
55.087,0.004834
55.088,0.004839
55.089,0.004844
55.090,0.004850
55.091,0.004855
55.092,0.004860
55.093,0.004866
55.094,0.004871
55.095,0.004876
55.096,0.004882
55.097,0.004887
55.098,0.004892
55.099,0.004898
55.100,0.004903
55.101,0.004908
55.102,0.004914
55.103,0.004919
55.104,0.004925
55.105,0.004930
55.106,0.004935
55.107,0.004941
55.108,0.004946
55.109,0.004951
55.110,0.004957
55.111,0.004962
55.112,0.004968
55.113,0.004973
55.114,0.004978
55.115,0.004984
55.116,0.004989
55.117,0.004995
55.118,0.005000
55.119,0.005006
55.120,0.005011
55.121,0.005016
55.122,0.005022
55.123,0.005027
55.124,0.005033
55.125,0.005038
55.126,0.005044
55.127,0.005049
55.128,0.005055
55.129,0.005060
55.130,0.005066
55.131,0.005071
55.132,0.005077
55.133,0.005082
55.134,0.005088
55.135,0.005093
55.136,0.005099
55.137,0.005104
55.138,0.005110
55.139,0.005115
55.140,0.005121
55.141,0.005126
55.142,0.005132
55.143,0.005137
55.144,0.005143
55.145,0.005149
55.146,0.005154
55.147,0.005160
55.148,0.005165
55.149,0.005171
55.150,0.005176
55.151,0.005182
55.152,0.005188
55.153,0.005193
55.154,0.005199
55.155,0.005204
55.156,0.005210
55.157,0.005216
55.158,0.005221
55.159,0.005227
55.160,0.005232
55.161,0.005238
55.162,0.005244
55.163,0.005249
55.164,0.005255
55.165,0.005261
55.166,0.005266
55.167,0.005272
55.168,0.005278
55.169,0.005283
55.170,0.005289
55.171,0.005295
55.172,0.005300
55.173,0.005306
55.174,0.005312
55.175,0.005317
55.176,0.005323
55.177,0.005329
55.178,0.005334
55.179,0.005340
55.180,0.005346
55.181,0.005352
55.182,0.005357
55.183,0.005363
55.184,0.005369
55.185,0.005374
55.186,0.005380
55.187,0.005386
55.188,0.005392
55.189,0.005397
55.190,0.005403
55.191,0.005409
55.192,0.005415
55.193,0.005421
55.194,0.005426
55.195,0.005432
55.196,0.005438
55.197,0.005444
55.198,0.005450
55.199,0.005455
55.200,0.005461
55.201,0.005467
55.202,0.005473
55.203,0.005479
55.204,0.005484
55.205,0.005490
55.206,0.005496
55.207,0.005502
55.208,0.005508
55.209,0.005514
55.210,0.005519
55.211,0.005525
55.212,0.005531
55.213,0.005537
55.214,0.005543
55.215,0.005549
55.216,0.005555
55.217,0.005561
55.218,0.005567
55.219,0.005572
55.220,0.005578
55.221,0.005584
55.222,0.005590
55.223,0.005596
55.224,0.005602
55.225,0.005608
55.226,0.005614
55.227,0.005620
55.228,0.005626
55.229,0.005632
55.230,0.005638
55.231,0.005644
55.232,0.005650
55.233,0.005656
55.234,0.005661
55.235,0.005667
55.236,0.005673
55.237,0.005679
55.238,0.005685
55.239,0.005691
55.240,0.005697
55.241,0.005703
55.242,0.005709
55.243,0.005715
55.244,0.005721
55.245,0.005727
55.246,0.005734
55.247,0.005740
55.248,0.005746
55.249,0.005752
55.250,0.005758
55.251,0.005764
55.252,0.005770
55.253,0.005776
55.254,0.005782
55.255,0.005788
55.256,0.005794
55.257,0.005800
55.258,0.005806
55.259,0.005812
55.260,0.005818
55.261,0.005825
55.262,0.005831
55.263,0.005837
55.264,0.005843
55.265,0.005849
55.266,0.005855
55.267,0.005861
55.268,0.005867
55.269,0.005874
55.270,0.005880
55.271,0.005886
55.272,0.005892
55.273,0.005898
55.274,0.005904
55.275,0.005910
55.276,0.005917
55.277,0.005923
55.278,0.005929
55.279,0.005935
55.280,0.005941
55.281,0.005948
55.282,0.005954
55.283,0.005960
55.284,0.005966
55.285,0.005972
55.286,0.005979
55.287,0.005985
55.288,0.005991
55.289,0.005997
55.290,0.006004
55.291,0.006010
55.292,0.006016
55.293,0.006022
55.294,0.006029
55.295,0.006035
55.296,0.006041
55.297,0.006047
55.298,0.006054
55.299,0.006060
55.300,0.006066
55.301,0.006073
55.302,0.006079
55.303,0.006085
55.304,0.006092
55.305,0.006098
55.306,0.006104
55.307,0.006111
55.308,0.006117
55.309,0.006123
55.310,0.006130
55.311,0.006136
55.312,0.006142
55.313,0.006149
55.314,0.006155
55.315,0.006161
55.316,0.006168
55.317,0.006174
55.318,0.006180
55.319,0.006187
55.320,0.006193
55.321,0.006200
55.322,0.006206
55.323,0.006212
55.324,0.006219
55.325,0.006225
55.326,0.006232
55.327,0.006238
55.328,0.006245
55.329,0.006251
55.330,0.006258
55.331,0.006264
55.332,0.006270
55.333,0.006277
55.334,0.006283
55.335,0.006290
55.336,0.006296
55.337,0.006303
55.338,0.006309
55.339,0.006316
55.340,0.006322
55.341,0.006329
55.342,0.006335
55.343,0.006342
55.344,0.006348
55.345,0.006355
55.346,0.006361
55.347,0.006368
55.348,0.006374
55.349,0.006381
55.350,0.006387
55.351,0.006394
55.352,0.006401
55.353,0.006407
55.354,0.006414
55.355,0.006420
55.356,0.006427
55.357,0.006433
55.358,0.006440
55.359,0.006447
55.360,0.006453
55.361,0.006460
55.362,0.006466
55.363,0.006473
55.364,0.006480
55.365,0.006486
55.366,0.006493
55.367,0.006500
55.368,0.006506
55.369,0.006513
55.370,0.006519
55.371,0.006526
55.372,0.006533
55.373,0.006539
55.374,0.006546
55.375,0.006553
55.376,0.006559
55.377,0.006566
55.378,0.006573
55.379,0.006580
55.380,0.006586
55.381,0.006593
55.382,0.006600
55.383,0.006606
55.384,0.006613
55.385,0.006620
55.386,0.006627
55.387,0.006633
55.388,0.006640
55.389,0.006647
55.390,0.006654
55.391,0.006660
55.392,0.006667
55.393,0.006674
55.394,0.006681
55.395,0.006687
55.396,0.006694
55.397,0.006701
55.398,0.006708
55.399,0.006715
55.400,0.006721
55.401,0.006728
55.402,0.006735
55.403,0.006742
55.404,0.006749
55.405,0.006756
55.406,0.006762
55.407,0.006769
55.408,0.006776
55.409,0.006783
55.410,0.006790
55.411,0.006797
55.412,0.006803
55.413,0.006810
55.414,0.006817
55.415,0.006824
55.416,0.006831
55.417,0.006838
55.418,0.006845
55.419,0.006852
55.420,0.006859
55.421,0.006866
55.422,0.006872
55.423,0.006879
55.424,0.006886
55.425,0.006893
55.426,0.006900
55.427,0.006907
55.428,0.006914
55.429,0.006921
55.430,0.006928
55.431,0.006935
55.432,0.006942
55.433,0.006949
55.434,0.006956
55.435,0.006963
55.436,0.006970
55.437,0.006977
55.438,0.006984
55.439,0.006991
55.440,0.006998
55.441,0.007005
55.442,0.007012
55.443,0.007019
55.444,0.007026
55.445,0.007033
55.446,0.007040
55.447,0.007047
55.448,0.007054
55.449,0.007061
55.450,0.007068
55.451,0.007076
55.452,0.007083
55.453,0.007090
55.454,0.007097
55.455,0.007104
55.456,0.007111
55.457,0.007118
55.458,0.007125
55.459,0.007132
55.460,0.007139
55.461,0.007147
55.462,0.007154
55.463,0.007161
55.464,0.007168
55.465,0.007175
55.466,0.007182
55.467,0.007190
55.468,0.007197
55.469,0.007204
55.470,0.007211
55.471,0.007218
55.472,0.007225
55.473,0.007233
55.474,0.007240
55.475,0.007247
55.476,0.007254
55.477,0.007261
55.478,0.007269
55.479,0.007276
55.480,0.007283
55.481,0.007290
55.482,0.007298
55.483,0.007305
55.484,0.007312
55.485,0.007319
55.486,0.007327
55.487,0.007334
55.488,0.007341
55.489,0.007349
55.490,0.007356
55.491,0.007363
55.492,0.007370
55.493,0.007378
55.494,0.007385
55.495,0.007392
55.496,0.007400
55.497,0.007407
55.498,0.007414
55.499,0.007422
55.500,0.007429
55.501,0.007436
55.502,0.007444
55.503,0.007451
55.504,0.007458
55.505,0.007466
55.506,0.007473
55.507,0.007481
55.508,0.007488
55.509,0.007495
55.510,0.007503
55.511,0.007510
55.512,0.007518
55.513,0.007525
55.514,0.007532
55.515,0.007540
55.516,0.007547
55.517,0.007555
55.518,0.007562
55.519,0.007570
55.520,0.007577
55.521,0.007585
55.522,0.007592
55.523,0.007600
55.524,0.007607
55.525,0.007614
55.526,0.007622
55.527,0.007629
55.528,0.007637
55.529,0.007644
55.530,0.007652
55.531,0.007659
55.532,0.007667
55.533,0.007675
55.534,0.007682
55.535,0.007690
55.536,0.007697
55.537,0.007705
55.538,0.007712
55.539,0.007720
55.540,0.007727
55.541,0.007735
55.542,0.007743
55.543,0.007750
55.544,0.007758
55.545,0.007765
55.546,0.007773
55.547,0.007781
55.548,0.007788
55.549,0.007796
55.550,0.007803
55.551,0.007811
55.552,0.007819
55.553,0.007826
55.554,0.007834
55.555,0.007842
55.556,0.007849
55.557,0.007857
55.558,0.007865
55.559,0.007872
55.560,0.007880
55.561,0.007888
55.562,0.007895
55.563,0.007903
55.564,0.007911
55.565,0.007918
55.566,0.007926
55.567,0.007934
55.568,0.007942
55.569,0.007949
55.570,0.007957
55.571,0.007965
55.572,0.007973
55.573,0.007980
55.574,0.007988
55.575,0.007996
55.576,0.008004
55.577,0.008011
55.578,0.008019
55.579,0.008027
55.580,0.008035
55.581,0.008043
55.582,0.008050
55.583,0.008058
55.584,0.008066
55.585,0.008074
55.586,0.008082
55.587,0.008090
55.588,0.008097
55.589,0.008105
55.590,0.008113
55.591,0.008121
55.592,0.008129
55.593,0.008137
55.594,0.008145
55.595,0.008153
55.596,0.008160
55.597,0.008168
55.598,0.008176
55.599,0.008184
55.600,0.008192
55.601,0.008200
55.602,0.008208
55.603,0.008216
55.604,0.008224
55.605,0.008232
55.606,0.008240
55.607,0.008248
55.608,0.008256
55.609,0.008264
55.610,0.008271
55.611,0.008279
55.612,0.008287
55.613,0.008295
55.614,0.008303
55.615,0.008311
55.616,0.008319
55.617,0.008327
55.618,0.008335
55.619,0.008344
55.620,0.008352
55.621,0.008360
55.622,0.008368
55.623,0.008376
55.624,0.008384
55.625,0.008392
55.626,0.008400
55.627,0.008408
55.628,0.008416
55.629,0.008424
55.630,0.008432
55.631,0.008440
55.632,0.008448
55.633,0.008456
55.634,0.008465
55.635,0.008473
55.636,0.008481
55.637,0.008489
55.638,0.008497
55.639,0.008505
55.640,0.008513
55.641,0.008522
55.642,0.008530
55.643,0.008538
55.644,0.008546
55.645,0.008554
55.646,0.008562
55.647,0.008571
55.648,0.008579
55.649,0.008587
55.650,0.008595
55.651,0.008603
55.652,0.008612
55.653,0.008620
55.654,0.008628
55.655,0.008636
55.656,0.008645
55.657,0.008653
55.658,0.008661
55.659,0.008669
55.660,0.008678
55.661,0.008686
55.662,0.008694
55.663,0.008702
55.664,0.008711
55.665,0.008719
55.666,0.008727
55.667,0.008736
55.668,0.008744
55.669,0.008752
55.670,0.008761
55.671,0.008769
55.672,0.008777
55.673,0.008786
55.674,0.008794
55.675,0.008802
55.676,0.008811
55.677,0.008819
55.678,0.008827
55.679,0.008836
55.680,0.008844
55.681,0.008853
55.682,0.008861
55.683,0.008869
55.684,0.008878
55.685,0.008886
55.686,0.008895
55.687,0.008903
55.688,0.008912
55.689,0.008920
55.690,0.008928
55.691,0.008937
55.692,0.008945
55.693,0.008954
55.694,0.008962
55.695,0.008971
55.696,0.008979
55.697,0.008988
55.698,0.008996
55.699,0.009005
55.700,0.009013
55.701,0.009022
55.702,0.009030
55.703,0.009039
55.704,0.009047
55.705,0.009056
55.706,0.009065
55.707,0.009073
55.708,0.009082
55.709,0.009090
55.710,0.009099
55.711,0.009107
55.712,0.009116
55.713,0.009125
55.714,0.009133
55.715,0.009142
55.716,0.009150
55.717,0.009159
55.718,0.009168
55.719,0.009176
55.720,0.009185
55.721,0.009193
55.722,0.009202
55.723,0.009211
55.724,0.009219
55.725,0.009228
55.726,0.009237
55.727,0.009245
55.728,0.009254
55.729,0.009263
55.730,0.009272
55.731,0.009280
55.732,0.009289
55.733,0.009298
55.734,0.009306
55.735,0.009315
55.736,0.009324
55.737,0.009333
55.738,0.009341
55.739,0.009350
55.740,0.009359
55.741,0.009368
55.742,0.009376
55.743,0.009385
55.744,0.009394
55.745,0.009403
55.746,0.009412
55.747,0.009420
55.748,0.009429
55.749,0.009438
55.750,0.009447
55.751,0.009456
55.752,0.009464
55.753,0.009473
55.754,0.009482
55.755,0.009491
55.756,0.009500
55.757,0.009509
55.758,0.009518
55.759,0.009526
55.760,0.009535
55.761,0.009544
55.762,0.009553
